,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
7681,AW3281,TLL - CDG,2024-12-31 13:50:00,2024-12-31 15:50:00,2024-11-25,-36,OPEN,2,186,189,H,217.0,104,15420.0,13028.0,0.55,104,SCHEDULED
7703,AW7645,OSL - CDG,2024-12-31 13:55:00,2024-12-31 17:30:00,2024-11-25,-37,OPEN,2,189,187,Q,150.0,105,11552.05,9178.0,0.56,105,ACTIVATED
6635,AW3288,CDG - TLL,2024-12-31 14:05:00,2024-12-31 19:45:00,2024-11-25,-36,OPEN,2,186,191,T,95.0,33,2713.0,773.59,0.17,33,SCHEDULED
8536,AW4632,CDG - VIE,2024-12-31 14:50:00,2024-12-31 17:00:00,2024-11-25,-36,OPEN,2,189,191,L,91.0,134,9319.0,4978.74,0.7,134,ACTIVATED
7682,AW4635,VIE - CDG,2024-12-31 14:50:00,2024-12-31 17:00:00,2024-11-25,-36,OPEN,2,189,188,L,87.0,104,8385.2,6430.0,0.55,104,ACTIVATED
7917,AW7647,OSL - CDG,2024-12-31 15:20:00,2024-12-31 18:55:00,2024-11-25,-37,OPEN,2,189,190,H,169.0,114,11344.22,8766.68,0.6,114,ACTIVATED
7885,AW3283,TLL - CDG,2024-12-31 15:55:00,2024-12-31 17:55:00,2024-11-25,-36,OPEN,2,189,192,Q,197.0,113,15420.0,12821.0,0.59,113,SCHEDULED
7499,AW7648,CDG - OSL,2024-12-31 16:20:00,2024-12-31 18:00:00,2024-11-25,-36,OPEN,2,186,189,K,96.0,94,7328.39,4283.73,0.5,94,ACTIVATED
8082,AW4636,CDG - VIE,2024-12-31 17:25:00,2024-12-31 19:35:00,2024-11-25,-36,OPEN,2,189,191,R,69.0,120,8296.13,4409.33,0.63,120,ACTIVATED
7215,AW4633,VIE - CDG,2024-12-31 17:45:00,2024-12-31 19:55:00,2024-11-25,-36,OPEN,2,189,191,R,66.0,72,4681.0,3327.4,0.38,72,ACTIVATED
7794,AW7649,OSL - CDG,2024-12-31 18:40:00,2024-12-31 22:15:00,2024-11-25,-37,OPEN,2,186,187,L,99.0,109,9011.0,6546.51,0.58,109,ACTIVATED
6919,AW4637,VIE - CDG,2024-12-31 20:20:00,2024-12-31 22:30:00,2024-11-25,-36,OPEN,2,189,191,G,50.0,49,3233.0,2311.8,0.26,49,ACTIVATED
7556,AW3289,TLL - CDG,2024-12-31 20:40:00,2024-12-31 22:40:00,2024-11-25,-36,OPEN,2,186,189,H,217.0,98,13086.0,10832.0,0.52,98,SCHEDULED
6680,AW4634,CDG - VIE,2025-01-01 07:00:00,2025-01-01 09:05:00,2024-11-25,-37,OPEN,2,189,191,G,59.0,35,2040.0,803.3,0.18,35,ACTIVATED
7183,AW3280,CDG - TLL,2025-01-01 07:20:00,2025-01-01 13:00:00,2024-11-25,-37,OPEN,2,186,191,N,83.0,70,6028.0,1599.52,0.37,70,SCHEDULED
6988,AW7640,CDG - OSL,2025-01-01 07:25:00,2025-01-01 09:05:00,2024-11-25,-37,OPEN,2,189,191,T,63.0,53,2910.0,987.23,0.28,53,ACTIVATED
8279,AW7641,OSL - CDG,2025-01-01 09:45:00,2025-01-01 13:20:00,2024-11-25,-38,OPEN,2,189,191,H,169.0,126,15710.79,12860.49,0.66,126,ACTIVATED
7771,AW4635,VIE - CDG,2025-01-01 09:50:00,2025-01-01 12:00:00,2024-11-25,-37,OPEN,2,189,191,Q,128.0,108,10923.0,8892.6,0.57,108,ACTIVATED
7089,AW4632,CDG - VIE,2025-01-01 10:10:00,2025-01-01 12:20:00,2024-11-25,-37,OPEN,2,189,191,T,66.0,62,4280.0,2051.98,0.32,62,ACTIVATED
6766,AW3282,CDG - TLL,2025-01-01 11:00:00,2025-01-01 16:40:00,2024-11-25,-37,OPEN,2,189,193,G,92.0,40,3564.0,981.01,0.21,40,SCHEDULED
7535,AW7644,CDG - OSL,2025-01-01 11:30:00,2025-01-01 13:10:00,2024-11-25,-37,OPEN,2,189,188,T,63.0,97,7275.78,3804.19,0.52,97,ACTIVATED
6902,AW3288,CDG - TLL,2025-01-01 12:30:00,2025-01-01 18:10:00,2024-11-25,-37,OPEN,2,186,190,X,130.0,48,5074.0,2065.79,0.25,48,SCHEDULED
7216,AW7646,CDG - OSL,2025-01-01 12:50:00,2025-01-01 14:30:00,2024-11-25,-37,OPEN,2,189,188,T,63.0,72,5667.0,3094.47,0.38,72,ACTIVATED
7841,AW4633,VIE - CDG,2025-01-01 13:05:00,2025-01-01 15:15:00,2024-11-25,-37,OPEN,2,189,191,H,143.0,111,13180.0,11093.2,0.58,111,ACTIVATED
6767,AW3286,CDG - TLL,2025-01-01 13:30:00,2025-01-01 19:10:00,2024-11-25,-37,OPEN,2,189,189,R,115.0,40,3865.0,1267.03,0.21,40,SCHEDULED
7745,AW7645,OSL - CDG,2025-01-01 13:50:00,2025-01-01 17:25:00,2024-11-25,-38,OPEN,2,189,187,H,169.0,107,17661.0,15239.57,0.57,107,ACTIVATED
7534,AW3281,TLL - CDG,2025-01-01 13:55:00,2025-01-01 15:55:00,2024-11-25,-37,OPEN,2,186,189,H,217.0,97,18847.0,16616.0,0.51,97,SCHEDULED
7840,AW4638,CDG - VIE,2025-01-01 13:55:00,2025-01-01 16:05:00,2024-11-25,-37,OPEN,2,189,191,R,76.0,111,8931.26,5033.69,0.58,111,ACTIVATED
7918,AW7647,OSL - CDG,2025-01-01 15:10:00,2025-01-01 18:45:00,2024-11-25,-38,OPEN,2,189,186,M,188.0,114,17746.0,15168.1,0.61,114,ACTIVATED
7319,AW7648,CDG - OSL,2025-01-01 16:20:00,2025-01-01 18:00:00,2024-11-25,-37,OPEN,2,189,191,R,71.0,80,6893.0,4116.31,0.42,80,ACTIVATED
8062,AW4630,CDG - VIE,2025-01-01 16:20:00,2025-01-01 18:30:00,2024-11-25,-37,OPEN,2,189,191,X,87.0,119,9583.0,5357.61,0.62,119,ACTIVATED
7822,AW4639,VIE - CDG,2025-01-01 16:50:00,2025-01-01 19:00:00,2024-11-25,-37,OPEN,2,189,191,M,159.0,110,12996.0,10928.0,0.58,110,ACTIVATED
7500,AW3283,TLL - CDG,2025-01-01 17:35:00,2025-01-01 19:35:00,2024-11-25,-37,OPEN,2,189,192,M,240.0,94,17403.0,15241.0,0.49,94,SCHEDULED
7919,AW7649,OSL - CDG,2025-01-01 18:40:00,2025-01-01 22:15:00,2024-11-25,-38,OPEN,2,189,190,H,169.0,114,17777.24,15199.13,0.6,114,ACTIVATED
7601,AW3289,TLL - CDG,2025-01-01 19:05:00,2025-01-01 21:05:00,2024-11-25,-37,OPEN,2,186,189,H,217.0,100,17964.0,15664.0,0.53,100,SCHEDULED
8083,AW4631,VIE - CDG,2025-01-01 19:15:00,2025-01-01 21:25:00,2024-11-25,-37,OPEN,2,189,191,H,143.0,120,13718.8,11462.8,0.63,120,ACTIVATED
7228,AW3287,TLL - CDG,2025-01-01 20:05:00,2025-01-01 22:05:00,2024-11-25,-37,OPEN,2,189,189,H,217.0,73,13588.0,11909.0,0.39,73,SCHEDULED
7342,AW4630,CDG - VIE,2025-01-02 06:05:00,2025-01-02 08:15:00,2024-11-25,-38,OPEN,2,186,190,T,66.0,82,5064.26,2174.7,0.43,82,ACTIVATED
6822,AW3280,CDG - TLL,2025-01-02 07:00:00,2025-01-02 12:40:00,2024-11-25,-38,OPEN,2,186,192,N,83.0,43,3832.0,1125.13,0.22,43,SCHEDULED
7795,AW7640,CDG - OSL,2025-01-02 07:25:00,2025-01-02 09:05:00,2024-11-25,-38,OPEN,2,186,188,R,71.0,109,6464.0,2686.17,0.58,109,ACTIVATED
7151,AW3282,CDG - TLL,2025-01-02 08:30:00,2025-01-02 14:10:00,2024-11-25,-38,OPEN,2,189,189,T,102.0,67,6801.0,2563.81,0.35,67,SCHEDULED
6576,AW4670,CDG - BUD,2025-01-02 08:55:00,2025-01-02 12:00:00,2024-11-25,-38,OPEN,2,189,189,N,48.0,31,1768.0,550.94,0.16,31,SCHEDULED
8431,AW4631,VIE - CDG,2025-01-02 09:00:00,2025-01-02 11:10:00,2024-11-25,-38,OPEN,2,186,188,I,177.0,131,16260.0,13797.2,0.7,131,ACTIVATED
7796,AW7641,OSL - CDG,2025-01-02 09:45:00,2025-01-02 13:20:00,2024-11-25,-39,OPEN,2,186,188,F,234.0,109,19117.8,16656.13,0.58,109,ACTIVATED
8340,AW4634,CDG - VIE,2025-01-02 11:55:00,2025-01-02 14:05:00,2024-11-25,-38,OPEN,2,186,189,X,87.0,128,10730.0,6089.44,0.68,128,ACTIVATED
8430,AW7646,CDG - OSL,2025-01-02 12:20:00,2025-01-02 14:00:00,2024-11-25,-38,OPEN,2,189,190,X,81.0,131,9676.0,5103.15,0.69,131,ACTIVATED
7772,AW4671,BUD - CDG,2025-01-02 12:45:00,2025-01-02 17:50:00,2024-11-25,-39,OPEN,2,189,189,B,239.0,108,27364.64,26304.08,0.57,108,DEACTIVATED
7887,AW3281,TLL - CDG,2025-01-02 13:35:00,2025-01-02 15:35:00,2024-11-25,-38,OPEN,2,186,193,B,315.0,113,23966.0,21367.0,0.59,113,SCHEDULED
7090,AW3288,CDG - TLL,2025-01-02 14:10:00,2025-01-02 19:50:00,2024-11-25,-38,OPEN,2,186,189,R,115.0,62,6303.54,2375.18,0.33,62,SCHEDULED
7842,AW7647,OSL - CDG,2025-01-02 14:35:00,2025-01-02 18:10:00,2024-11-25,-39,OPEN,2,189,190,D,280.0,111,19776.44,17283.38,0.58,111,ACTIVATED
7602,AW4632,CDG - VIE,2025-01-02 14:40:00,2025-01-02 16:50:00,2024-11-25,-38,OPEN,2,189,193,X,87.0,100,7134.0,3668.29,0.52,100,ACTIVATED
7888,AW4635,VIE - CDG,2025-01-02 14:50:00,2025-01-02 17:00:00,2024-11-25,-38,OPEN,2,186,188,I,177.0,113,16332.0,14207.6,0.6,113,ACTIVATED
7823,AW3283,TLL - CDG,2025-01-02 15:05:00,2025-01-02 17:05:00,2024-11-25,-38,OPEN,2,189,190,S,369.0,110,24304.0,21774.0,0.58,110,SCHEDULED
7523,AW7656,CDG - OSL,2025-01-02 15:30:00,2025-01-02 17:10:00,2024-11-25,-38,OPEN,2,186,187,L,91.0,96,6862.0,3525.85,0.51,96,ACTIVATED
7886,AW7648,CDG - OSL,2025-01-02 16:25:00,2025-01-02 18:05:00,2024-11-25,-38,OPEN,2,186,187,X,81.0,113,8128.0,4303.05,0.6,113,ACTIVATED
7705,AW4638,CDG - VIE,2025-01-02 17:05:00,2025-01-02 19:15:00,2024-11-25,-38,OPEN,2,189,192,X,87.0,105,9690.0,6034.86,0.55,105,ACTIVATED
9010,AW4633,VIE - CDG,2025-01-02 17:35:00,2025-01-02 19:45:00,2024-11-25,-38,OPEN,2,189,191,S,258.0,146,18623.0,15878.2,0.76,146,ACTIVATED
8341,AW7657,OSL - CDG,2025-01-02 17:50:00,2025-01-02 21:25:00,2024-11-25,-39,OPEN,2,186,187,B,256.0,128,22434.22,19538.88,0.68,128,ACTIVATED
8111,AW7649,OSL - CDG,2025-01-02 18:40:00,2025-01-02 22:15:00,2024-11-25,-39,OPEN,2,186,187,S,304.0,121,22465.0,19727.75,0.65,121,ACTIVATED
7489,AW4639,VIE - CDG,2025-01-02 20:00:00,2025-01-02 22:10:00,2024-11-25,-38,OPEN,2,189,191,H,143.0,93,11282.0,9533.6,0.49,93,ACTIVATED
7746,AW3289,TLL - CDG,2025-01-02 20:45:00,2025-01-02 22:45:00,2024-11-25,-38,OPEN,2,186,190,D,342.0,107,21914.0,19453.0,0.56,107,SCHEDULED
7440,AW4630,CDG - VIE,2025-01-03 06:05:00,2025-01-03 08:15:00,2024-11-25,-39,OPEN,2,189,194,N,52.0,90,5389.0,2398.33,0.46,90,ACTIVATED
6550,AW3280,CDG - TLL,2025-01-03 07:05:00,2025-01-03 12:45:00,2024-11-25,-39,OPEN,2,186,190,G,92.0,30,2525.0,589.63,0.16,30,SCHEDULED
7490,AW7640,CDG - OSL,2025-01-03 07:20:00,2025-01-03 09:00:00,2024-11-25,-39,OPEN,2,189,192,R,71.0,93,4891.26,1645.41,0.48,93,ACTIVATED
7863,AW4631,VIE - CDG,2025-01-03 09:00:00,2025-01-03 11:10:00,2024-11-25,-39,OPEN,2,189,190,M,158.0,112,14233.0,12127.4,0.59,112,ACTIVATED
6520,AW3286,CDG - TLL,2025-01-03 09:05:00,2025-01-03 14:45:00,2024-11-25,-39,OPEN,2,189,189,T,102.0,29,2607.26,768.11,0.15,29,SCHEDULED
7940,AW7641,OSL - CDG,2025-01-03 09:40:00,2025-01-03 13:15:00,2024-11-25,-40,OPEN,2,189,191,I,202.0,115,18863.0,16261.41,0.6,115,ACTIVATED
8084,AW4634,CDG - VIE,2025-01-03 10:25:00,2025-01-03 12:35:00,2024-11-25,-39,OPEN,2,189,193,R,76.0,120,9306.0,5103.18,0.62,120,ACTIVATED
8110,AW7644,CDG - OSL,2025-01-03 11:30:00,2025-01-03 13:10:00,2024-11-25,-39,OPEN,2,186,190,T,63.0,121,6764.0,2576.88,0.64,121,ACTIVATED
7200,AW3288,CDG - TLL,2025-01-03 12:20:00,2025-01-03 18:00:00,2024-11-25,-39,OPEN,2,189,193,N,83.0,71,6438.0,1935.77,0.37,71,SCHEDULED
7889,AW7650,CDG - OSL,2025-01-03 13:15:00,2025-01-03 14:55:00,2024-11-25,-39,OPEN,2,189,193,X,81.0,113,7300.0,3413.22,0.59,113,ACTIVATED
8146,AW4635,VIE - CDG,2025-01-03 13:20:00,2025-01-03 15:30:00,2024-11-25,-39,OPEN,2,189,190,B,215.0,122,17661.6,15368.0,0.64,122,ACTIVATED
7920,AW3281,TLL - CDG,2025-01-03 13:40:00,2025-01-03 15:40:00,2024-11-25,-39,OPEN,2,186,187,F,375.0,114,27439.0,24817.0,0.61,114,SCHEDULED
7864,AW7645,OSL - CDG,2025-01-03 13:50:00,2025-01-03 17:25:00,2024-11-25,-40,OPEN,2,186,187,I,202.0,112,23099.0,20562.72,0.6,112,ACTIVATED
2566,AW4636,CDG - VIE,2025-01-03 14:45:00,2025-01-03 16:55:00,2024-11-25,-39,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8210,AW7651,OSL - CDG,2025-01-03 15:35:00,2025-01-03 19:10:00,2024-11-25,-40,OPEN,2,189,191,F,222.0,124,20827.58,18073.56,0.65,124,ACTIVATED
7459,AW3287,TLL - CDG,2025-01-03 15:40:00,2025-01-03 17:40:00,2024-11-25,-39,OPEN,2,189,189,I,347.0,91,24065.0,21972.0,0.48,91,SCHEDULED
7747,AW7646,CDG - OSL,2025-01-03 16:10:00,2025-01-03 17:50:00,2024-11-25,-39,OPEN,2,189,192,R,71.0,107,6822.0,3218.87,0.56,107,ACTIVATED
7683,AW7648,CDG - OSL,2025-01-03 16:20:00,2025-01-03 18:00:00,2024-11-25,-39,OPEN,2,189,192,T,63.0,104,6789.0,3159.38,0.54,104,ACTIVATED
2567,AW4637,VIE - CDG,2025-01-03 17:40:00,2025-01-03 19:50:00,2024-11-25,-39,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8145,AW4638,CDG - VIE,2025-01-03 17:45:00,2025-01-03 19:55:00,2024-11-25,-39,OPEN,2,189,193,R,76.0,122,9411.0,5006.0,0.63,122,ACTIVATED
8063,AW7647,OSL - CDG,2025-01-03 18:30:00,2025-01-03 22:05:00,2024-11-25,-40,OPEN,2,189,190,I,202.0,119,20872.61,18179.14,0.63,119,ACTIVATED
7797,AW7649,OSL - CDG,2025-01-03 18:40:00,2025-01-03 22:15:00,2024-11-25,-40,OPEN,2,189,190,I,202.0,109,19478.0,17010.09,0.57,109,ACTIVATED
8924,AW3289,TLL - CDG,2025-01-03 18:55:00,2025-01-03 20:55:00,2024-11-25,-39,OPEN,2,189,190,B,402.0,144,37540.0,34228.0,0.76,144,SCHEDULED
8180,AW4639,VIE - CDG,2025-01-03 20:40:00,2025-01-03 22:50:00,2024-11-25,-39,OPEN,2,189,190,B,215.0,123,17588.0,15275.6,0.65,123,ACTIVATED
7046,AW4630,CDG - VIE,2025-01-04 06:00:00,2025-01-04 08:10:00,2024-11-25,-40,OPEN,2,189,192,N,52.0,58,3141.0,1056.28,0.3,58,ACTIVATED
7036,AW4670,CDG - BUD,2025-01-04 06:20:00,2025-01-04 09:25:00,2024-11-25,-40,OPEN,2,186,141,N,48.0,57,2721.0,799.2,0.4,57,SCHEDULED
7394,AW3282,CDG - TLL,2025-01-04 07:35:00,2025-01-04 13:15:00,2024-11-25,-40,OPEN,2,186,186,G,92.0,86,7898.0,2506.73,0.46,86,SCHEDULED
7343,AW7640,CDG - OSL,2025-01-04 07:35:00,2025-01-04 09:15:00,2024-11-25,-40,OPEN,2,189,190,G,56.0,82,4433.0,1584.66,0.43,82,ACTIVATED
7843,AW4676,CDG - BUD,2025-01-04 07:45:00,2025-01-04 10:50:00,2024-11-25,-40,OPEN,2,189,189,N,48.0,111,5921.0,2126.48,0.59,111,SCHEDULED
7890,AW4631,VIE - CDG,2025-01-04 08:55:00,2025-01-04 11:05:00,2024-11-25,-40,OPEN,2,189,190,M,158.0,113,15653.0,13528.6,0.59,113,ACTIVATED
7374,AW4634,CDG - VIE,2025-01-04 09:35:00,2025-01-04 11:45:00,2024-11-25,-40,OPEN,2,189,191,R,76.0,85,7168.0,4071.35,0.45,85,ACTIVATED
7628,AW7641,OSL - CDG,2025-01-04 09:55:00,2025-01-04 13:30:00,2024-11-25,-41,OPEN,2,189,190,S,288.0,101,20146.0,17860.59,0.53,101,ACTIVATED
7996,AW4671,BUD - CDG,2025-01-04 10:10:00,2025-01-04 15:15:00,2024-11-25,-41,OPEN,2,186,122,Y,499.0,117,39220.0,38071.06,0.96,117,DEACTIVATED
7718,AW7644,CDG - OSL,2025-01-04 11:35:00,2025-01-04 13:15:00,2024-11-25,-40,OPEN,2,186,187,R,71.0,106,5957.0,2310.69,0.57,106,ACTIVATED
10145,AW4677,BUD - CDG,2025-01-04 11:40:00,2025-01-04 16:45:00,2024-11-25,-41,OPEN,2,189,189,Z,476.0,166,58000.28,56370.16,0.88,166,DEACTIVATED
7941,AW4635,VIE - CDG,2025-01-04 12:30:00,2025-01-04 14:40:00,2024-11-25,-40,OPEN,2,189,190,B,215.0,115,16361.2,14199.2,0.61,115,ACTIVATED
8147,AW7646,CDG - OSL,2025-01-04 12:45:00,2025-01-04 14:25:00,2024-11-25,-40,OPEN,2,189,190,T,63.0,122,7792.0,3448.83,0.64,122,ACTIVATED
6959,AW3280,CDG - TLL,2025-01-04 13:40:00,2025-01-04 19:20:00,2024-11-25,-40,OPEN,2,186,189,R,115.0,51,5011.0,1841.46,0.27,51,SCHEDULED
7706,AW7645,OSL - CDG,2025-01-04 13:55:00,2025-01-04 17:30:00,2024-11-25,-41,OPEN,2,186,187,S,288.0,105,21652.0,19277.23,0.56,105,ACTIVATED
7994,AW3283,TLL - CDG,2025-01-04 14:10:00,2025-01-04 16:10:00,2024-11-25,-40,OPEN,2,186,189,B,402.0,117,32690.0,29999.0,0.62,117,SCHEDULED
7865,AW7647,OSL - CDG,2025-01-04 15:05:00,2025-01-04 18:40:00,2024-11-25,-41,OPEN,2,189,190,F,222.0,112,23876.0,21344.16,0.59,112,ACTIVATED
7921,AW7648,CDG - OSL,2025-01-04 16:20:00,2025-01-04 18:00:00,2024-11-25,-40,OPEN,2,186,187,R,71.0,114,7364.0,3369.26,0.61,114,ACTIVATED
8570,AW4638,CDG - VIE,2025-01-04 17:45:00,2025-01-04 19:55:00,2024-11-25,-40,OPEN,2,189,191,X,87.0,135,11873.1,7129.47,0.71,135,ACTIVATED
7773,AW7649,OSL - CDG,2025-01-04 18:40:00,2025-01-04 22:15:00,2024-11-25,-41,OPEN,2,186,187,S,288.0,108,20452.83,18009.33,0.58,108,ACTIVATED
8432,AW3281,TLL - CDG,2025-01-04 20:15:00,2025-01-04 22:15:00,2024-11-25,-40,OPEN,2,186,192,F,375.0,131,34052.4,31039.4,0.68,131,SCHEDULED
7995,AW4639,VIE - CDG,2025-01-04 20:40:00,2025-01-04 22:50:00,2024-11-25,-40,OPEN,2,189,190,B,215.0,117,17729.0,15529.4,0.62,117,ACTIVATED
7491,AW4630,CDG - VIE,2025-01-05 06:05:00,2025-01-05 08:15:00,2024-11-25,-41,OPEN,2,189,193,T,66.0,93,4967.0,1728.02,0.48,93,ACTIVATED
6697,AW4670,CDG - BUD,2025-01-05 06:45:00,2025-01-05 09:50:00,2024-11-25,-41,OPEN,2,186,187,N,48.0,36,1722.39,467.04,0.19,36,SCHEDULED
7061,AW3280,CDG - TLL,2025-01-05 07:00:00,2025-01-05 12:40:00,2024-11-25,-41,OPEN,2,186,191,R,115.0,59,5184.0,1491.87,0.31,59,SCHEDULED
2575,AW4634,CDG - VIE,2025-01-05 07:45:00,2025-01-05 09:55:00,2024-11-25,-41,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7997,AW4631,VIE - CDG,2025-01-05 09:00:00,2025-01-05 11:10:00,2024-11-25,-41,OPEN,2,189,190,Q,126.0,117,15755.0,13555.4,0.62,117,ACTIVATED
7603,AW7642,CDG - OSL,2025-01-05 10:35:00,2025-01-05 12:15:00,2024-11-25,-41,OPEN,2,189,192,T,63.0,100,5911.0,2390.33,0.52,100,ACTIVATED
9646,AW4671,BUD - CDG,2025-01-05 10:35:00,2025-01-05 15:40:00,2024-11-25,-42,OPEN,2,186,186,Z,476.0,158,59766.0,58214.44,0.85,158,DEACTIVATED
2576,AW4635,VIE - CDG,2025-01-05 10:40:00,2025-01-05 12:50:00,2024-11-25,-41,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8828,AW4636,CDG - VIE,2025-01-05 11:15:00,2025-01-05 13:25:00,2024-11-25,-41,OPEN,2,189,192,V,125.0,142,12307.78,7316.81,0.74,142,ACTIVATED
7798,AW7646,CDG - OSL,2025-01-05 11:35:00,2025-01-05 13:15:00,2024-11-25,-41,OPEN,2,189,192,G,56.0,109,6608.52,2796.34,0.57,109,ACTIVATED
7774,AW7643,OSL - CDG,2025-01-05 12:55:00,2025-01-05 16:30:00,2024-11-25,-42,OPEN,2,189,191,D,265.0,108,21508.0,19061.8,0.57,108,ACTIVATED
7354,AW7644,CDG - OSL,2025-01-05 13:20:00,2025-01-05 15:00:00,2024-11-25,-41,OPEN,2,189,192,T,63.0,83,4956.0,1992.83,0.43,83,ACTIVATED
8023,AW3281,TLL - CDG,2025-01-05 13:35:00,2025-01-05 15:35:00,2024-11-25,-41,OPEN,2,186,188,B,402.0,118,31770.0,29056.0,0.63,118,SCHEDULED
7719,AW7647,OSL - CDG,2025-01-05 13:55:00,2025-01-05 17:30:00,2024-11-25,-42,OPEN,2,189,191,F,222.0,106,19980.0,17580.64,0.55,106,ACTIVATED
7922,AW4637,VIE - CDG,2025-01-05 14:10:00,2025-01-05 16:20:00,2024-11-25,-41,OPEN,2,189,190,M,158.0,114,17832.0,15688.8,0.6,114,ACTIVATED
7080,AW3288,CDG - TLL,2025-01-05 14:10:00,2025-01-05 19:50:00,2024-11-25,-41,OPEN,2,189,194,G,92.0,61,5955.0,2145.33,0.31,61,SCHEDULED
7998,AW7645,OSL - CDG,2025-01-05 15:40:00,2025-01-05 19:15:00,2024-11-25,-42,OPEN,2,189,191,D,265.0,117,22144.0,19502.53,0.61,117,ACTIVATED
8401,AW7648,CDG - OSL,2025-01-05 16:20:00,2025-01-05 18:00:00,2024-11-25,-41,OPEN,2,186,192,X,81.0,130,9318.52,4736.84,0.68,130,ACTIVATED
8767,AW4638,CDG - VIE,2025-01-05 16:30:00,2025-01-05 18:40:00,2024-11-25,-41,OPEN,2,189,192,H,156.0,140,13095.39,8224.16,0.73,140,ACTIVATED
7891,AW7649,OSL - CDG,2025-01-05 18:40:00,2025-01-05 22:15:00,2024-11-25,-42,OPEN,2,186,191,F,222.0,113,20453.0,17903.71,0.59,113,ACTIVATED
7824,AW4639,VIE - CDG,2025-01-05 19:25:00,2025-01-05 21:35:00,2024-11-25,-41,OPEN,2,189,190,H,141.0,110,15920.8,13852.8,0.58,110,ACTIVATED
7577,AW3289,TLL - CDG,2025-01-05 20:45:00,2025-01-05 22:45:00,2024-11-25,-41,OPEN,2,189,191,B,402.0,99,25494.0,23217.0,0.52,99,SCHEDULED
6876,AW4630,CDG - VIE,2025-01-06 06:05:00,2025-01-06 08:15:00,2024-11-25,-42,OPEN,2,186,188,L,98.0,46,2968.0,1326.92,0.24,46,ACTIVATED
6698,AW3280,CDG - TLL,2025-01-06 06:20:00,2025-01-06 12:00:00,2024-11-25,-42,OPEN,2,186,189,N,83.0,36,2942.0,676.48,0.19,36,SCHEDULED
6681,AW7640,CDG - OSL,2025-01-06 07:25:00,2025-01-06 09:05:00,2024-11-25,-42,OPEN,2,189,193,N,50.0,35,1707.0,415.34,0.18,35,ACTIVATED
6875,AW3282,CDG - TLL,2025-01-06 07:55:00,2025-01-06 13:35:00,2024-11-25,-42,OPEN,2,189,192,N,83.0,46,3768.0,794.94,0.24,46,SCHEDULED
7428,AW4631,VIE - CDG,2025-01-06 09:00:00,2025-01-06 11:10:00,2024-11-25,-42,OPEN,2,186,187,L,85.0,89,7668.0,5994.8,0.48,89,ACTIVATED
7648,AW7641,OSL - CDG,2025-01-06 09:45:00,2025-01-06 13:20:00,2024-11-25,-43,OPEN,2,189,191,V,132.0,102,11426.0,9119.93,0.53,102,ACTIVATED
8024,AW4634,CDG - VIE,2025-01-06 10:25:00,2025-01-06 12:35:00,2024-11-25,-42,OPEN,2,189,191,R,76.0,118,8961.39,4720.3,0.62,118,ACTIVATED
6998,AW7644,CDG - OSL,2025-01-06 11:35:00,2025-01-06 13:15:00,2024-11-25,-42,OPEN,2,189,193,N,50.0,54,2341.0,433.93,0.28,54,ACTIVATED
6890,AW7646,CDG - OSL,2025-01-06 12:40:00,2025-01-06 14:20:00,2024-11-25,-42,OPEN,2,189,192,N,50.0,47,2446.0,731.31,0.24,47,ACTIVATED
8025,AW3281,TLL - CDG,2025-01-06 12:55:00,2025-01-06 14:55:00,2024-11-25,-42,OPEN,2,186,190,K,216.0,118,18781.0,16067.0,0.62,118,SCHEDULED
6660,AW3288,CDG - TLL,2025-01-06 13:10:00,2025-01-06 18:50:00,2024-11-25,-42,OPEN,2,186,192,N,83.0,34,3511.0,1340.55,0.18,34,SCHEDULED
7557,AW4635,VIE - CDG,2025-01-06 13:20:00,2025-01-06 15:30:00,2024-11-25,-42,OPEN,2,189,190,K,97.0,98,11961.71,10119.31,0.52,98,ACTIVATED
7524,AW7645,OSL - CDG,2025-01-06 13:55:00,2025-01-06 17:30:00,2024-11-25,-43,OPEN,2,189,191,Q,148.0,96,11018.0,8847.26,0.5,96,ACTIVATED
7201,AW3283,TLL - CDG,2025-01-06 14:30:00,2025-01-06 16:30:00,2024-11-25,-42,OPEN,2,189,189,V,241.0,71,12455.0,10822.0,0.38,71,SCHEDULED
8342,AW4636,CDG - VIE,2025-01-06 14:45:00,2025-01-06 16:55:00,2024-11-25,-42,OPEN,2,189,191,X,87.0,128,11229.39,6643.79,0.67,128,ACTIVATED
7942,AW7647,OSL - CDG,2025-01-06 15:00:00,2025-01-06 18:35:00,2024-11-25,-43,OPEN,2,189,192,Q,148.0,115,12716.61,10114.48,0.6,115,ACTIVATED
