,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
10900,AW3280,CDG - TLL,2024-01-31 07:15:00,2024-01-31 13:00:00,2024-02-01,1,OPEN,2,189,195,H,210.0,174,21252.0,11400.12,0.89,174,DEACTIVATED
16202,AW7640,CDG - OSL,2024-01-31 07:25:00,2024-01-31 09:05:00,2024-02-01,1,OPEN,2,189,194,F,188.0,191,14485.0,8481.87,0.98,191,DEACTIVATED
2849,AW4631,VIE - CDG,2024-01-31 09:10:00,2024-01-31 11:20:00,2024-02-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17620,AW7641,OSL - CDG,2024-01-31 09:40:00,2024-01-31 13:15:00,2024-02-02,1,OPEN,2,189,195,F,207.0,195,14979.0,10906.85,1.0,195,DEACTIVATED
2850,AW4634,CDG - VIE,2024-01-31 10:35:00,2024-01-31 12:45:00,2024-02-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17678,AW7646,CDG - OSL,2024-01-31 12:55:00,2024-01-31 14:35:00,2024-02-01,1,OPEN,2,189,194,F,188.0,196,15106.0,8945.72,1.01,196,DEACTIVATED
2851,AW4635,VIE - CDG,2024-01-31 13:30:00,2024-01-31 15:40:00,2024-02-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8985,AW3281,TLL - CDG,2024-01-31 13:55:00,2024-01-31 15:50:00,2024-02-01,1,OPEN,2,189,195,Q,235.0,145,20468.0,17133.0,0.74,145,DEACTIVATED
17456,AW4638,CDG - VIE,2024-01-31 13:55:00,2024-01-31 16:05:00,2024-02-01,1,OPEN,2,189,195,Z,275.0,194,16686.0,10588.58,0.99,194,DEACTIVATED
17455,AW7647,OSL - CDG,2024-01-31 15:10:00,2024-01-31 18:45:00,2024-02-02,1,OPEN,2,189,195,B,229.0,194,16820.9,12689.33,0.99,194,DEACTIVATED
15670,AW7648,CDG - OSL,2024-01-31 16:25:00,2024-01-31 18:05:00,2024-02-01,1,OPEN,2,186,190,F,188.0,190,16283.0,10311.3,1.0,190,DEACTIVATED
16769,AW4639,VIE - CDG,2024-01-31 16:50:00,2024-01-31 19:00:00,2024-02-01,1,OPEN,2,189,194,J,284.0,192,16795.38,13266.42,0.99,192,DEACTIVATED
11163,AW3918,CDG - ZAG,2024-01-31 17:00:00,2024-01-31 19:05:00,2024-02-01,1,OPEN,2,189,195,H,132.0,176,11293.0,5761.32,0.9,176,DEACTIVATED
15671,AW7649,OSL - CDG,2024-01-31 18:40:00,2024-01-31 22:15:00,2024-02-02,1,OPEN,2,186,190,F,207.0,190,14459.0,10481.01,1.0,190,DEACTIVATED
9366,AW3009,ATH - CDG,2024-01-31 19:00:00,2024-01-31 22:40:00,2024-02-01,1,OPEN,2,189,152,A,49.0,153,17973.39,15178.11,1.01,153,DEACTIVATED
17619,AW3919,ZAG - CDG,2024-01-31 19:50:00,2024-01-31 22:05:00,2024-02-01,1,OPEN,2,189,195,G,46.0,195,13535.4,7515.75,1.0,195,DEACTIVATED
16203,AW4630,CDG - VIE,2024-02-01 06:05:00,2024-02-01 08:15:00,2024-02-02,1,OPEN,2,189,195,Z,275.0,191,17985.0,11981.87,0.98,191,PARTIALLY_ACTIVATED
12662,AW4631,VIE - CDG,2024-02-01 09:00:00,2024-02-01 11:10:00,2024-02-02,1,OPEN,2,189,193,Q,128.0,184,15162.38,11780.46,0.95,184,PARTIALLY_ACTIVATED
2852,AW4634,CDG - VIE,2024-02-01 11:55:00,2024-02-01 14:05:00,2024-02-02,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17621,AW7646,CDG - OSL,2024-02-01 12:20:00,2024-02-01 14:00:00,2024-02-02,1,OPEN,2,189,195,L,87.0,195,20354.0,14225.15,1.0,195,DEACTIVATED
17205,AW3288,CDG - TLL,2024-02-01 14:05:00,2024-02-01 19:50:00,2024-02-02,1,OPEN,2,189,193,G,85.0,193,25409.0,14481.34,1.0,193,DEACTIVATED
15672,AW7647,OSL - CDG,2024-02-01 14:35:00,2024-02-01 18:10:00,2024-02-03,1,OPEN,2,189,195,B,229.0,190,16455.0,12455.9,0.97,190,DEACTIVATED
2853,AW4635,VIE - CDG,2024-02-01 14:50:00,2024-02-01 17:00:00,2024-02-02,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17457,AW7648,CDG - OSL,2024-02-01 16:25:00,2024-02-01 18:05:00,2024-02-02,1,OPEN,2,189,195,B,206.0,194,16244.29,10146.87,0.99,194,DEACTIVATED
17206,AW4638,CDG - VIE,2024-02-01 17:05:00,2024-02-01 19:15:00,2024-02-02,1,OPEN,2,189,195,J,252.0,193,16945.27,10879.28,0.99,193,PARTIALLY_ACTIVATED
15673,AW7649,OSL - CDG,2024-02-01 18:40:00,2024-02-01 22:15:00,2024-02-03,1,OPEN,2,189,195,B,229.0,190,15621.0,11631.81,0.97,190,DEACTIVATED
12959,AW4639,VIE - CDG,2024-02-01 20:00:00,2024-02-01 22:10:00,2024-02-02,1,OPEN,2,189,193,M,159.0,185,13191.76,9791.46,0.96,185,PARTIALLY_ACTIVATED
10322,AW3289,TLL - CDG,2024-02-01 20:45:00,2024-02-01 22:40:00,2024-02-02,1,OPEN,2,189,195,Q,235.0,168,20249.0,16385.0,0.86,168,DEACTIVATED
14591,AW4630,CDG - VIE,2024-02-02 06:15:00,2024-02-02 08:25:00,2024-02-03,1,OPEN,2,189,195,S,230.0,189,17539.29,11599.02,0.97,189,PARTIALLY_ACTIVATED
11318,AW7640,CDG - OSL,2024-02-02 07:25:00,2024-02-02 09:05:00,2024-02-03,1,OPEN,2,189,177,H,139.0,177,15836.86,10273.75,1.0,177,DEACTIVATED
10592,AW4631,VIE - CDG,2024-02-02 09:10:00,2024-02-02 11:20:00,2024-02-03,1,OPEN,2,189,194,I,177.0,171,12095.38,8952.4,0.88,171,PARTIALLY_ACTIVATED
11319,AW7641,OSL - CDG,2024-02-02 09:40:00,2024-02-02 13:15:00,2024-02-04,1,OPEN,2,189,195,S,276.0,177,17398.0,13639.6,0.91,177,DEACTIVATED
10252,AW7904,CDG - BER,2024-02-02 12:25:00,2024-02-02 13:25:00,2024-02-03,1,OPEN,2,189,195,K,83.0,167,14416.43,9000.62,0.86,167,DEACTIVATED
11470,AW7905,BER - CDG,2024-02-02 14:05:00,2024-02-02 17:00:00,2024-02-04,1,OPEN,2,189,194,J,250.0,178,22938.32,21267.44,0.92,178,DEACTIVATED
2854,AW4636,CDG - VIE,2024-02-02 14:45:00,2024-02-02 16:55:00,2024-02-03,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17622,AW3918,CDG - ZAG,2024-02-02 16:45:00,2024-02-02 18:50:00,2024-02-03,1,OPEN,2,189,195,R,62.0,195,15752.29,9623.44,1.0,195,DEACTIVATED
2855,AW4637,VIE - CDG,2024-02-02 17:40:00,2024-02-02 19:50:00,2024-02-03,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17623,AW4638,CDG - VIE,2024-02-02 17:45:00,2024-02-02 19:55:00,2024-02-03,1,OPEN,2,189,195,J,252.0,195,19087.15,12958.3,1.0,195,PARTIALLY_ACTIVATED
10591,AW3919,ZAG - CDG,2024-02-02 19:35:00,2024-02-02 21:50:00,2024-02-03,1,OPEN,2,189,193,M,146.0,171,13145.92,7867.15,0.89,171,DEACTIVATED
11996,AW4639,VIE - CDG,2024-02-02 20:40:00,2024-02-02 22:50:00,2024-02-03,1,OPEN,2,189,194,Q,128.0,181,12135.24,8808.46,0.93,181,PARTIALLY_ACTIVATED
16770,AW4630,CDG - VIE,2024-02-03 06:00:00,2024-02-03 08:10:00,2024-02-04,1,OPEN,2,189,193,J,252.0,192,15541.0,9506.44,0.99,192,PARTIALLY_ACTIVATED
8042,AW4670,CDG - BUD,2024-02-03 06:25:00,2024-02-03 09:25:00,2024-02-04,1,OPEN,2,189,119,J,350.0,118,9051.15,5342.41,0.99,118,DEACTIVATED
17458,AW7640,CDG - OSL,2024-02-03 07:35:00,2024-02-03 09:15:00,2024-02-04,1,OPEN,2,189,194,K,98.0,194,16626.29,10528.87,1.0,194,DEACTIVATED
12962,AW4631,VIE - CDG,2024-02-03 08:55:00,2024-02-03 11:05:00,2024-02-04,1,OPEN,2,189,193,H,143.0,185,11429.76,8029.46,0.96,185,PARTIALLY_ACTIVATED
2856,AW4634,CDG - VIE,2024-02-03 09:35:00,2024-02-03 11:45:00,2024-02-04,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
12961,AW7641,OSL - CDG,2024-02-03 09:50:00,2024-02-03 13:25:00,2024-02-05,1,OPEN,2,189,195,I,186.0,185,13903.32,10027.64,0.95,185,DEACTIVATED
7668,AW4671,BUD - CDG,2024-02-03 10:10:00,2024-02-03 15:15:00,2024-02-05,1,OPEN,2,189,110,B,221.0,103,8409.84,7435.46,0.94,103,DEACTIVATED
8632,AW7902,CDG - BER,2024-02-03 10:30:00,2024-02-03 11:30:00,2024-02-04,1,OPEN,2,189,189,T,48.0,136,6564.0,2185.95,0.72,136,DEACTIVATED
2857,AW4635,VIE - CDG,2024-02-03 12:30:00,2024-02-03 14:40:00,2024-02-04,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17207,AW7646,CDG - OSL,2024-02-03 12:45:00,2024-02-03 14:25:00,2024-02-04,1,OPEN,2,189,194,Y,310.0,193,17814.15,11748.16,0.99,193,DEACTIVATED
12960,AW3280,CDG - TLL,2024-02-03 13:30:00,2024-02-03 19:15:00,2024-02-04,1,OPEN,2,189,189,S,354.0,185,29226.0,18751.3,0.98,185,DEACTIVATED
12424,AW7647,OSL - CDG,2024-02-03 15:00:00,2024-02-03 18:35:00,2024-02-05,1,OPEN,2,189,195,V,114.0,183,13725.0,9865.9,0.94,183,DEACTIVATED
17459,AW7648,CDG - OSL,2024-02-03 16:25:00,2024-02-03 18:05:00,2024-02-04,1,OPEN,2,189,194,L,87.0,194,16814.43,10717.01,1.0,194,DEACTIVATED
15674,AW4638,CDG - VIE,2024-02-03 17:45:00,2024-02-03 19:55:00,2024-02-04,1,OPEN,2,189,195,J,252.0,190,17546.72,11575.02,0.97,190,PARTIALLY_ACTIVATED
7928,AW7903,BER - CDG,2024-02-03 18:35:00,2024-02-03 21:30:00,2024-02-05,1,OPEN,2,189,189,X,63.0,114,5243.0,4166.84,0.6,114,DEACTIVATED
8939,AW7649,OSL - CDG,2024-02-03 18:40:00,2024-02-03 22:15:00,2024-02-05,1,OPEN,2,189,195,K,99.0,144,10593.16,7579.31,0.74,144,DEACTIVATED
11032,AW3281,TLL - CDG,2024-02-03 20:15:00,2024-02-03 22:10:00,2024-02-04,1,OPEN,2,189,189,Q,235.0,175,21854.0,17829.0,0.93,175,DEACTIVATED
12663,AW4639,VIE - CDG,2024-02-03 20:40:00,2024-02-03 22:50:00,2024-02-04,1,OPEN,2,189,193,M,159.0,184,10856.0,7474.08,0.95,184,PARTIALLY_ACTIVATED
17625,AW4630,CDG - VIE,2024-02-04 06:15:00,2024-02-04 08:25:00,2024-02-05,1,OPEN,2,189,195,J,252.0,195,22350.0,16221.15,1.0,195,PARTIALLY_ACTIVATED
9612,AW3280,CDG - TLL,2024-02-04 06:15:00,2024-02-04 12:00:00,2024-02-05,1,OPEN,2,189,195,B,303.0,157,28515.0,19682.28,0.81,157,DEACTIVATED
13607,AW4670,CDG - BUD,2024-02-04 06:50:00,2024-02-04 09:50:00,2024-02-05,1,OPEN,2,189,189,J,350.0,187,22730.72,16853.31,0.99,187,DEACTIVATED
12425,AW4631,VIE - CDG,2024-02-04 09:10:00,2024-02-04 11:20:00,2024-02-05,1,OPEN,2,189,193,D,237.0,183,15774.38,12410.84,0.95,183,PARTIALLY_ACTIVATED
12194,AW4671,BUD - CDG,2024-02-04 10:35:00,2024-02-04 15:40:00,2024-02-06,1,OPEN,2,189,189,I,169.0,182,17288.92,15567.2,0.96,182,DEACTIVATED
16772,AW7642,CDG - OSL,2024-02-04 10:40:00,2024-02-04 12:20:00,2024-02-05,1,OPEN,2,189,194,S,242.0,192,16447.0,10412.44,0.99,192,DEACTIVATED
2858,AW4636,CDG - VIE,2024-02-04 11:20:00,2024-02-04 13:30:00,2024-02-05,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17679,AW7646,CDG - OSL,2024-02-04 11:40:00,2024-02-04 13:20:00,2024-02-05,1,OPEN,2,189,194,R,66.0,196,16996.0,10898.58,1.01,196,DEACTIVATED
15676,AW7904,CDG - BER,2024-02-04 11:55:00,2024-02-04 12:55:00,2024-02-05,1,OPEN,2,189,195,M,132.0,190,15143.0,9013.73,0.97,190,DEACTIVATED
10405,AW3281,TLL - CDG,2024-02-04 12:55:00,2024-02-04 14:50:00,2024-02-05,1,OPEN,2,189,195,H,259.0,169,23456.0,19569.0,0.87,169,DEACTIVATED
17209,AW7643,OSL - CDG,2024-02-04 12:55:00,2024-02-04 16:30:00,2024-02-06,1,OPEN,2,189,193,G,44.0,193,16159.98,12104.29,1.0,193,DEACTIVATED
17624,AW7644,CDG - OSL,2024-02-04 13:20:00,2024-02-04 15:00:00,2024-02-05,1,OPEN,2,189,194,K,98.0,195,18123.43,11994.58,1.01,195,DEACTIVATED
11033,AW7905,BER - CDG,2024-02-04 13:35:00,2024-02-04 16:30:00,2024-02-06,1,OPEN,2,189,194,H,123.0,175,10048.88,8396.88,0.9,175,DEACTIVATED
11997,AW7647,OSL - CDG,2024-02-04 13:55:00,2024-02-04 17:30:00,2024-02-06,1,OPEN,2,189,193,I,186.0,181,14729.32,10939.93,0.94,181,DEACTIVATED
2859,AW4637,VIE - CDG,2024-02-04 14:15:00,2024-02-04 16:25:00,2024-02-05,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
14038,AW7645,OSL - CDG,2024-02-04 15:40:00,2024-02-04 19:15:00,2024-02-06,1,OPEN,2,189,193,F,207.0,188,15262.66,11247.3,0.97,188,DEACTIVATED
15675,AW7648,CDG - OSL,2024-02-04 16:25:00,2024-02-04 18:05:00,2024-02-05,1,OPEN,2,186,190,L,87.0,190,19272.15,13300.45,1.0,190,DEACTIVATED
2860,AW4638,CDG - VIE,2024-02-04 16:30:00,2024-02-04 18:40:00,2024-02-05,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17208,AW3918,CDG - ZAG,2024-02-04 16:30:00,2024-02-04 18:35:00,2024-02-05,1,OPEN,2,189,195,Z,272.0,193,19891.12,13825.13,0.99,193,DEACTIVATED
10700,AW7649,OSL - CDG,2024-02-04 18:40:00,2024-02-04 22:15:00,2024-02-06,1,OPEN,2,186,174,J,304.0,172,14496.56,10824.38,0.99,172,DEACTIVATED
16771,AW3919,ZAG - CDG,2024-02-04 19:20:00,2024-02-04 21:35:00,2024-02-05,1,OPEN,2,189,194,D,212.0,192,15676.48,9752.08,0.99,192,DEACTIVATED
2861,AW4639,VIE - CDG,2024-02-04 19:25:00,2024-02-04 21:35:00,2024-02-05,1,CANCELLED,2,189,179,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17463,AW4630,CDG - VIE,2024-02-05 06:15:00,2024-02-05 08:25:00,2024-02-06,1,OPEN,2,189,194,Z,275.0,194,22738.86,16641.44,1.0,194,PARTIALLY_ACTIVATED
12664,AW3280,CDG - TLL,2024-02-05 06:15:00,2024-02-05 12:00:00,2024-02-06,1,OPEN,2,189,195,B,303.0,184,28747.0,18328.92,0.94,184,DEACTIVATED
11471,AW3282,CDG - TLL,2024-02-05 07:40:00,2024-02-05 13:15:00,2024-02-06,1,OPEN,2,189,189,B,303.0,178,29714.0,19692.26,0.94,178,DEACTIVATED
17626,AW4631,VIE - CDG,2024-02-05 09:10:00,2024-02-05 11:20:00,2024-02-06,1,OPEN,2,189,195,J,284.0,195,21827.0,18242.9,1.0,195,PARTIALLY_ACTIVATED
17461,AW7646,CDG - OSL,2024-02-05 12:45:00,2024-02-05 14:25:00,2024-02-06,1,OPEN,2,189,194,X,76.0,194,22839.84,16742.42,1.0,194,DEACTIVATED
7243,AW3281,TLL - CDG,2024-02-05 12:55:00,2024-02-05 14:50:00,2024-02-06,1,OPEN,2,189,195,R,123.0,74,9340.0,7638.0,0.38,74,DEACTIVATED
7139,AW3283,TLL - CDG,2024-02-05 14:10:00,2024-02-05 15:55:00,2024-02-06,1,OPEN,2,189,189,G,91.0,66,8156.0,6638.0,0.35,66,DEACTIVATED
17464,AW4636,CDG - VIE,2024-02-05 14:45:00,2024-02-05 16:55:00,2024-02-06,1,OPEN,2,189,194,Z,275.0,194,17357.52,11260.1,1.0,194,PARTIALLY_ACTIVATED
13608,AW7647,OSL - CDG,2024-02-05 15:00:00,2024-02-05 18:35:00,2024-02-07,1,OPEN,2,189,194,M,166.0,187,15055.0,11117.7,0.96,187,DEACTIVATED
17462,AW7648,CDG - OSL,2024-02-05 16:25:00,2024-02-05 18:05:00,2024-02-06,1,OPEN,2,189,194,H,139.0,194,20599.0,14501.58,1.0,194,DEACTIVATED
2862,AW4638,CDG - VIE,2024-02-05 17:20:00,2024-02-05 19:30:00,2024-02-06,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17460,AW3918,CDG - ZAG,2024-02-05 17:35:00,2024-02-05 19:40:00,2024-02-06,1,OPEN,2,189,194,T,53.0,194,17577.43,11480.01,1.0,194,DEACTIVATED
12963,AW4637,VIE - CDG,2024-02-05 17:40:00,2024-02-05 19:50:00,2024-02-06,1,OPEN,2,189,193,D,237.0,185,19006.76,15606.46,0.96,185,PARTIALLY_ACTIVATED
17210,AW7908,CDG - BER,2024-02-05 18:15:00,2024-02-05 19:15:00,2024-02-06,1,OPEN,2,189,194,Y,280.0,193,32000.49,25741.5,0.99,193,DEACTIVATED
12665,AW7649,OSL - CDG,2024-02-05 18:40:00,2024-02-05 22:15:00,2024-02-07,1,OPEN,2,189,194,I,186.0,184,13689.32,9813.74,0.95,184,DEACTIVATED
17211,AW7909,BER - CDG,2024-02-05 19:55:00,2024-02-05 22:50:00,2024-02-07,1,OPEN,2,189,194,I,154.0,193,8590.38,6768.46,0.99,193,DEACTIVATED
2863,AW4639,VIE - CDG,2024-02-05 20:15:00,2024-02-05 22:25:00,2024-02-06,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
11034,AW3919,ZAG - CDG,2024-02-05 20:25:00,2024-02-05 22:40:00,2024-02-06,1,OPEN,2,189,195,X,72.0,175,8933.87,3532.28,0.9,175,DEACTIVATED
2957,AW4630,CDG - VIE,2024-02-06 06:05:00,2024-02-06 08:15:00,2024-02-07,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
11320,AW3280,CDG - TLL,2024-02-06 07:25:00,2024-02-06 13:10:00,2024-02-07,1,OPEN,2,189,195,D,329.0,177,30256.0,20234.26,0.91,177,DEACTIVATED
2884,AW4631,VIE - CDG,2024-02-06 09:00:00,2024-02-06 11:10:00,2024-02-07,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2958,AW4634,CDG - VIE,2024-02-06 11:55:00,2024-02-06 14:05:00,2024-02-07,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9201,AW3281,TLL - CDG,2024-02-06 14:10:00,2024-02-06 16:05:00,2024-02-07,1,OPEN,2,189,195,R,123.0,150,16195.0,12745.0,0.77,150,DEACTIVATED
2885,AW4635,VIE - CDG,2024-02-06 14:50:00,2024-02-06 17:00:00,2024-02-07,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17465,AW7648,CDG - OSL,2024-02-06 16:25:00,2024-02-06 18:05:00,2024-02-07,1,OPEN,2,189,195,J,264.0,194,17314.0,11216.58,0.99,194,DEACTIVATED
15965,AW4636,CDG - VIE,2024-02-06 17:25:00,2024-02-06 19:35:00,2024-02-07,1,OPEN,2,189,195,D,212.0,190,18120.86,12149.16,0.97,190,PARTIALLY_ACTIVATED
17212,AW3918,CDG - ZAG,2024-02-06 17:45:00,2024-02-06 19:50:00,2024-02-07,1,OPEN,2,189,195,M,146.0,193,13214.43,7148.44,0.99,193,DEACTIVATED
17627,AW7649,OSL - CDG,2024-02-06 18:40:00,2024-02-06 22:15:00,2024-02-08,1,OPEN,2,189,195,T,52.0,195,17254.96,13170.75,1.0,195,DEACTIVATED
10951,AW4637,VIE - CDG,2024-02-06 20:20:00,2024-02-06 22:30:00,2024-02-07,1,OPEN,2,189,194,L,87.0,174,8916.76,5718.64,0.9,174,PARTIALLY_ACTIVATED
9027,AW3919,ZAG - CDG,2024-02-06 20:35:00,2024-02-06 22:50:00,2024-02-07,1,OPEN,2,189,193,T,53.0,146,6380.87,1874.51,0.76,146,DEACTIVATED
2959,AW4630,CDG - VIE,2024-02-07 06:15:00,2024-02-07 08:25:00,2024-02-08,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17213,AW3280,CDG - TLL,2024-02-07 07:15:00,2024-02-07 13:00:00,2024-02-08,1,OPEN,2,189,195,J,384.0,193,33418.0,22546.96,0.99,193,DEACTIVATED
2886,AW4631,VIE - CDG,2024-02-07 09:10:00,2024-02-07 11:20:00,2024-02-08,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17665,AW4634,CDG - VIE,2024-02-07 10:35:00,2024-02-07 12:45:00,2024-02-08,1,OPEN,2,189,195,J,252.0,195,21752.0,15623.15,1.0,195,PARTIALLY_ACTIVATED
16773,AW7646,CDG - OSL,2024-02-07 12:55:00,2024-02-07 14:35:00,2024-02-08,1,OPEN,2,189,194,Y,310.0,192,20093.86,14059.3,0.99,192,DEACTIVATED
15083,AW4635,VIE - CDG,2024-02-07 13:30:00,2024-02-07 15:40:00,2024-02-08,1,OPEN,2,189,194,M,159.0,189,11643.0,8169.18,0.97,189,PARTIALLY_ACTIVATED
2960,AW4638,CDG - VIE,2024-02-07 13:55:00,2024-02-07 16:05:00,2024-02-08,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8514,AW3281,TLL - CDG,2024-02-07 13:55:00,2024-02-07 15:50:00,2024-02-08,1,OPEN,2,189,195,X,143.0,133,13417.0,10358.0,0.68,133,DEACTIVATED
14039,AW7647,OSL - CDG,2024-02-07 15:10:00,2024-02-07 18:45:00,2024-02-09,1,OPEN,2,189,195,I,186.0,188,15414.98,11440.93,0.96,188,DEACTIVATED
17466,AW7648,CDG - OSL,2024-02-07 16:25:00,2024-02-07 18:05:00,2024-02-08,1,OPEN,2,189,194,X,76.0,194,19639.0,13541.58,1.0,194,DEACTIVATED
2887,AW4639,VIE - CDG,2024-02-07 16:50:00,2024-02-07 19:00:00,2024-02-08,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
17214,AW7649,OSL - CDG,2024-02-07 18:40:00,2024-02-07 22:15:00,2024-02-09,1,OPEN,2,189,195,F,207.0,193,14886.0,10839.51,0.99,193,DEACTIVATED
2961,AW4630,CDG - VIE,2024-02-08 06:05:00,2024-02-08 08:15:00,2024-02-09,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2888,AW4631,VIE - CDG,2024-02-08 09:00:00,2024-02-08 11:10:00,2024-02-09,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
14592,AW3282,CDG - TLL,2024-02-08 10:45:00,2024-02-08 16:20:00,2024-02-09,1,OPEN,2,189,189,V,171.0,189,37594.62,26893.44,1.0,189,DEACTIVATED
17666,AW4634,CDG - VIE,2024-02-08 11:55:00,2024-02-08 14:05:00,2024-02-09,1,OPEN,2,189,195,J,252.0,195,22449.29,16320.44,1.0,195,PARTIALLY_ACTIVATED
17629,AW7646,CDG - OSL,2024-02-08 12:20:00,2024-02-08 14:00:00,2024-02-09,1,OPEN,2,189,195,H,139.0,195,21821.43,15692.58,1.0,195,DEACTIVATED
17215,AW3288,CDG - TLL,2024-02-08 14:05:00,2024-02-08 19:50:00,2024-02-09,1,OPEN,2,189,193,H,210.0,193,39657.62,28729.96,1.0,193,DEACTIVATED
16774,AW7647,OSL - CDG,2024-02-08 14:35:00,2024-02-08 18:10:00,2024-02-10,1,OPEN,2,189,195,B,229.0,192,17976.32,13915.77,0.98,192,DEACTIVATED
15084,AW4635,VIE - CDG,2024-02-08 14:50:00,2024-02-08 17:00:00,2024-02-09,1,OPEN,2,189,193,B,216.0,189,15775.48,12301.66,0.98,189,PARTIALLY_ACTIVATED
17630,AW7648,CDG - OSL,2024-02-08 16:25:00,2024-02-08 18:05:00,2024-02-09,1,OPEN,2,189,195,H,139.0,195,25744.15,19615.3,1.0,195,DEACTIVATED
2962,AW4638,CDG - VIE,2024-02-08 17:05:00,2024-02-08 19:15:00,2024-02-09,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7286,AW3283,TLL - CDG,2024-02-08 17:15:00,2024-02-08 19:00:00,2024-02-09,1,OPEN,2,189,189,X,143.0,77,7809.0,6038.0,0.41,77,DEACTIVATED
17628,AW3918,CDG - ZAG,2024-02-08 17:45:00,2024-02-08 19:50:00,2024-02-09,1,OPEN,2,189,194,X,72.0,195,15506.29,9408.87,1.01,195,DEACTIVATED
9261,AW7904,CDG - BER,2024-02-08 18:15:00,2024-02-08 19:15:00,2024-02-09,1,OPEN,2,189,195,F,163.0,151,15028.0,10131.07,0.77,151,DEACTIVATED
13255,AW7649,OSL - CDG,2024-02-08 18:40:00,2024-02-08 22:15:00,2024-02-10,1,OPEN,2,189,195,B,229.0,186,19758.04,15723.3,0.95,186,DEACTIVATED
12426,AW7905,BER - CDG,2024-02-08 19:55:00,2024-02-08 22:50:00,2024-02-10,1,OPEN,2,189,194,F,171.0,183,12227.02,10499.5,0.94,183,DEACTIVATED
2889,AW4639,VIE - CDG,2024-02-08 20:00:00,2024-02-08 22:10:00,2024-02-09,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
11472,AW3919,ZAG - CDG,2024-02-08 20:35:00,2024-02-08 22:50:00,2024-02-09,1,OPEN,2,189,192,V,105.0,178,12652.04,7157.18,0.93,178,DEACTIVATED
7335,AW3289,TLL - CDG,2024-02-08 20:45:00,2024-02-08 22:40:00,2024-02-09,1,OPEN,2,189,195,R,123.0,81,7956.0,6093.0,0.42,81,DEACTIVATED
3043,AW4630,CDG - VIE,2024-02-09 06:15:00,2024-02-09 08:25:00,2024-02-10,1,CANCELLED,2,189,179,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2890,AW4631,VIE - CDG,2024-02-09 09:10:00,2024-02-09 11:20:00,2024-02-10,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9994,AW3282,CDG - TLL,2024-02-09 10:45:00,2024-02-09 16:20:00,2024-02-10,1,OPEN,2,189,189,Z,416.0,163,38748.48,29519.42,0.86,163,DEACTIVATED
11568,AW7644,CDG - OSL,2024-02-09 11:35:00,2024-02-09 13:15:00,2024-02-10,1,OPEN,2,189,177,H,139.0,178,23402.29,17839.18,1.01,178,DEACTIVATED
